seed,trial
794080207,1
314911494,2
1906307464,3
554751325,4
2010156236,5
226245929,6
1118907979,7
1740692099,8
2046114256,9
1910444850,10
695362359,11
1446913672,12
1491500321,13
641031017,14
1986994660,15
44706342,16
1332272750,17
61317264,18
1479297262,19
718218886,20
2068990985,21
494283208,22
1907149693,23
2038782302,24
8507255,25
30475203,26
787738115,27
1182846935,28
1227881769,29
489469391,30
1159783186,31
537346724,32
1542221824,33
1667069477,34
939200738,35
1184124790,36
181153607,37
787595622,38
1237245484,39
1729335964,40
1505995785,41
107570863,42
858905414,43
2025149152,44
1001543439,45
2047632803,46
1632079734,47
1992045152,48
1833703377,49
495218854,50
863006074,51
2064176181,52
1232574607,53
1713599505,54
633151729,55
105888895,56
1603572491,57
1397280847,58
1600724046,59
1944359339,60
158351052,61
2056839872,62
1035059673,63
269897244,64
831739393,65
885254998,66
98039481,67
1356638822,68
144101724,69
795698759,70
766462227,71
556027092,72
1905572591,73
722227145,74
2055490202,75
782392411,76
1734304993,77
1202079935,78
1519201305,79
340413125,80
1461907966,81
193118758,82
1275111084,83
365033914,84
58493428,85
2000493024,86
1102767401,87
1666239319,88
1500652421,89
646417220,90
1912312414,91
1948370879,92
508024397,93
374390693,94
279909348,95
451307549,96
2039949875,97
13054874,98
857746843,99
1176248689,100
1540597034,101
441579732,102
1617744306,103
973812958,104
834420118,105
2060420662,106
1401793472,107
2051739331,108
1446249275,109
1558459823,110
653389714,111
1722711136,112
779475619,113
1773435346,114
917754987,115
755062519,116
1678608226,117
1607746104,118
182269772,119
930838875,120
1686785342,121
237158742,122
1960375374,123
1431798854,124
636443481,125
878580886,126
1080429867,127
1024394118,128
181880870,129
174891486,130
1094520075,131
556882796,132
1323478003,133
94023814,134
1663666567,135
1653729800,136
1498827556,137
1220574820,138
2072591939,139
313539406,140
1202256017,141
682863501,142
901250458,143
146379531,144
1169251179,145
1102336259,146
1049853931,147
896821815,148
901518516,149
684163341,150
1440709834,151
1858593142,152
1137774092,153
855617492,154
1714752438,155
384921822,156
1193812957,157
767691824,158
453735229,159
1064185178,160
665070084,161
1124014165,162
1694185110,163
603537908,164
406327814,165
809033607,166
2066310164,167
76811112,168
462852608,169
1456066726,170
1554176618,171
1286341902,172
97344784,173
545450618,174
785216215,175
1104451609,176
1702944677,177
751554365,178
1263704794,179
224047355,180
650261337,181
444465982,182
655113719,183
553717487,184
888276947,185
1633420333,186
43230452,187
845129839,188
1101791087,189
827788536,190
436632301,191
2016035878,192
383360137,193
1696500261,194
1553121438,195
1109060741,196
1412900873,197
924261603,198
840883088,199
978043996,200
503157167,201
661260523,202
2138691049,203
371742417,204
716754611,205
641905828,206
1939083901,207
1558947237,208
968780839,209
392809540,210
1492975660,211
1288417699,212
1991844153,213
325357899,214
236851142,215
748087806,216
1665487655,217
398054596,218
546430563,219
1946058696,220
664547741,221
1128959012,222
918401304,223
2030734944,224
120600435,225
775536379,226
1993679662,227
1350292745,228
1521810063,229
2096079482,230
1898972054,231
108821632,232
1150403483,233
2096217909,234
182808782,235
627339556,236
1220219610,237
796117882,238
164103756,239
1195366217,240
2007548574,241
2139211552,242
1630240344,243
896433362,244
1211361645,245
1228315583,246
176160536,247
476067293,248
1364060135,249
1389334424,250
824676186,251
1471822857,252
1845148825,253
1609137435,254
1290710748,255
797513787,256
1635018800,257
1665505161,258
1445561665,259
1855382142,260
1762463157,261
1979234211,262
1605109673,263
119255791,264
1111548932,265
347206821,266
2032673762,267
763677324,268
863520159,269
2084626572,270
14021960,271
2066806221,272
8062393,273
473481057,274
425510859,275
1914592160,276
2086635205,277
1496219725,278
1479906617,279
115140658,280
2057765826,281
1039366715,282
1716342760,283
1137872200,284
1767578497,285
1944753334,286
1630195339,287
10606086,288
1735721125,289
1988374943,290
556212724,291
951424675,292
152617422,293
1751848534,294
1853733155,295
1553231957,296
696911924,297
77249847,298
366230251,299
1060177641,300
1611404975,301
1615739278,302
1338909758,303
127482255,304
1150919490,305
1225741672,306
331759922,307
1380926728,308
1687005766,309
1064696778,310
845458109,311
1373591594,312
1321993814,313
103927676,314
1221999065,315
784818504,316
1667474846,317
201173575,318
151203009,319
1806007796,320
1327360227,321
1555056388,322
1381408401,323
611106702,324
498479261,325
867265752,326
1433096853,327
2026534725,328
1862115788,329
1621696447,330
1410630431,331
1997466738,332
1817576914,333
1147013033,334
1495144852,335
1629316646,336
1194329771,337
2110773285,338
1856363889,339
742208263,340
298265225,341
647321521,342
423966301,343
393184374,344
1135127466,345
1721110588,346
1610026924,347
1448692049,348
1272291146,349
640255525,350
1835066931,351
1062768159,352
1527647771,353
1886415283,354
2104820191,355
1800218830,356
744246368,357
1278424547,358
1154451740,359
210584871,360
1890116507,361
1815366985,362
1545718055,363
1328611281,364
127618609,365
546413260,366
1391325480,367
1630621833,368
1608089910,369
71381820,370
1845781412,371
2099556355,372
905409229,373
1678352468,374
2088454725,375
1090216998,376
1724250549,377
2123196643,378
269748217,379
1176763427,380
1436317056,381
988015562,382
245275875,383
1019181018,384
1743754641,385
247869162,386
79062266,387
2098538183,388
1809037170,389
1273454220,390
312435621,391
1760076939,392
1655181742,393
1324355911,394
1948397084,395
576111460,396
696592405,397
1590310910,398
390378347,399
1378006946,400
1783465997,401
13910154,402
666755324,403
874091875,404
1307657157,405
1742627168,406
1034868626,407
30505463,408
1608552735,409
3596257,410
104339378,411
577964804,412
341513006,413
469173993,414
1931267459,415
406390160,416
1571919116,417
673416112,418
1900403693,419
491691785,420
1160548138,421
449390886,422
1808260061,423
1152583048,424
1718119436,425
1355557503,426
868951431,427
1218263274,428
506721117,429
581204079,430
517241583,431
1580722357,432
656595717,433
1749739102,434
64187059,435
2015048320,436
1416426645,437
364355163,438
2127266984,439
1396936070,440
76353174,441
1669602349,442
249508175,443
500471800,444
419555351,445
1913501863,446
1020077166,447
1531777848,448
93069142,449
831419874,450
1160475778,451
44972092,452
1718401708,453
703723173,454
1903254444,455
1691959706,456
1316823472,457
2066389305,458
1067455083,459
347250029,460
2083833987,461
198352347,462
1713518733,463
1073561517,464
1404081836,465
811790121,466
736220978,467
2027719645,468
1733163042,469
373790984,470
1889542247,471
