seed,trial
368509515,1
1261586179,2
1346781868,3
963831798,4
1928598202,5
1093814584,6
429782078,7
1785033858,8
2023200129,9
1985200895,10
921370403,11
26901869,12
640668848,13
2070206333,14
58820512,15
288242988,16
1623500687,17
2071787670,18
1975820096,19
1668219313,20
1882537471,21
281685584,22
1737299349,23
1723065409,24
959418520,25
1669054198,26
1698352928,27
1368157140,28
758852734,29
1685962316,30
261886525,31
1518660073,32
967942378,33
296977358,34
1311766728,35
1472831906,36
1761171584,37
1395306654,38
1377136891,39
1124737562,40
1763030413,41
309390015,42
1726156546,43
196345123,44
884010455,45
834478199,46
169100728,47
1518605704,48
1140027850,49
155235208,50
1088463152,51
1144227919,52
2011206412,53
723465806,54
2042875700,55
1182557741,56
1246854709,57
1102873278,58
1881852538,59
1766527538,60
612656289,61
1530872743,62
406501742,63
2063610715,64
224483441,65
1754017827,66
1484140293,67
1344856499,68
861619908,69
1855390536,70
270773172,71
1346957971,72
724988095,73
307689859,74
1137209709,75
1528367446,76
403240489,77
1085462755,78
913852196,79
2058930095,80
1722085767,81
1783321993,82
1214321278,83
303573169,84
647938186,85
410950795,86
863076570,87
554434752,88
617758133,89
1804056359,90
432446298,91
912385294,92
271400811,93
990659631,94
1092089148,95
2066933973,96
2104966016,97
1210233909,98
1432778551,99
1677924362,100
1087818496,101
1950637151,102
1549340585,103
1966570676,104
76876148,105
181069502,106
1890296030,107
1207943116,108
584068382,109
180398614,110
711042443,111
1167084086,112
1316588590,113
515143920,114
1952577584,115
704763789,116
912731882,117
1171887279,118
1962033265,119
1017923006,120
1919835347,121
681680539,122
2016546207,123
1580185409,124
1437877554,125
1453332642,126
744251608,127
586390380,128
1185939386,129
36954462,130
1543969872,131
1065164401,132
718799167,133
103583246,134
1199827841,135
1433661835,136
900371450,137
2006900738,138
201059146,139
1663736830,140
1466591793,141
1133970030,142
855644716,143
1000807179,144
1009152052,145
1402471197,146
497972306,147
652475647,148
1300515557,149
1368141108,150
1330350508,151
889860914,152
1881798978,153
1784020192,154
1350622100,155
897497078,156
840227134,157
1029947334,158
77292516,159
1564236306,160
574827900,161
808408434,162
754508400,163
329258350,164
1440592311,165
262047899,166
30311733,167
941636279,168
1757933159,169
1683176041,170
1991771216,171
1358438905,172
1185431149,173
51413906,174
1948911827,175
123734567,176
1417186062,177
1007329371,178
910195005,179
556881830,180
655707558,181
121662052,182
638476321,183
224791982,184
2024296317,185
1017653710,186
636516760,187
731601144,188
436125595,189
1841641118,190
1052569172,191
2146762040,192
919844323,193
486978743,194
1565931293,195
1107172378,196
802484386,197
1847544031,198
497973456,199
1975625978,200
1665419141,201
261277948,202
1637381618,203
1506009715,204
950404737,205
1874043799,206
33095695,207
906239992,208
1569953066,209
283887331,210
1764395219,211
1759461696,212
1718280757,213
2064535729,214
1904015993,215
638084577,216
2133121536,217
391241157,218
250158658,219
925136105,220
1659169885,221
1063295865,222
1914101412,223
380796949,224
1580735539,225
322759869,226
1018242747,227
1326342474,228
1588993278,229
1976139218,230
573530732,231
1051059867,232
2073331420,233
1009897481,234
749122070,235
1547906765,236
2070271482,237
1562928819,238
1545340865,239
660552753,240
698242766,241
2108615297,242
808297531,243
799638543,244
871170082,245
1630503413,246
104508918,247
267484199,248
774953291,249
889788015,250
660568110,251
766322422,252
1070912178,253
111418458,254
205063655,255
1706224824,256
584571294,257
727002477,258
992888891,259
30627286,260
462314540,261
1318781808,262
1743944756,263
1230620712,264
799627951,265
2109350431,266
1671130600,267
338728963,268
1250242745,269
1938509368,270
1474044637,271
848820776,272
1756833906,273
1861589771,274
28534654,275
1176297172,276
53963415,277
1674718980,278
1040256908,279
284635973,280
1764936148,281
2132166431,282
299117896,283
138863615,284
853710651,285
1698230769,286
379839759,287
545260572,288
203032493,289
1039518820,290
1083451942,291
2122059553,292
510527952,293
1088393131,294
107804131,295
504616694,296
1447650522,297
976472566,298
1931567462,299
662175793,300
9747904,301
1866906815,302
1827022620,303
830407973,304
963920520,305
422664372,306
1613556968,307
176061424,308
1787588814,309
458030649,310
1629594648,311
1345302465,312
648555071,313
49266855,314
1250586714,315
555966448,316
1180508265,317
444354388,318
1191191668,319
1287682871,320
269944188,321
1513252891,322
1103491852,323
723012608,324
1805163983,325
1099658911,326
683416964,327
681829962,328
1538405193,329
1524280797,330
1544940685,331
1684222171,332
1303412061,333
893143854,334
1531139181,335
1581211242,336
194426744,337
1410200958,338
318424589,339
1504637330,340
959772070,341
415735130,342
173621797,343
106911450,344
595841334,345
1963641651,346
747663973,347
1559528874,348
1363742099,349
684001102,350
1018107525,351
703123938,352
719302022,353
144697358,354
900058152,355
1268590707,356
214911996,357
1470073032,358
1538038983,359
1401098853,360
1421979297,361
1361882640,362
468521852,363
1656686765,364
211603237,365
64076013,366
88236331,367
190303589,368
524682704,369
1122871637,370
1393869770,371
1686019936,372
1687278628,373
620256258,374
2020786928,375
521383777,376
697460118,377
211363884,378
